# Text export 
# created by voodoo camera tracker - www.digilab.uni-hannover.de
# Creation date: Sun Jun 13 17:20:29 2010
# The camera (one line per frame) 
#
# Description of the CAHV camera model:
# -------------
# (Cx, Cy, Cz)    : CameraPosition [mm]
# (Ax, Ay, Az)    : RotationAxis2  [unit vector]
# (Hx, Hy, Hz)    : RotationAxis0 [pel] (including FocalLength, PixelSizeX, and Principal Point offset) 
# (Vx, Vy, Vz)    : RotationAxis1 [pel] (including FocalLength, PixelSizeY, and Principal Point offset) 
# (K3, K5)        : Radialdistortion;	K3 [1/(mm)^2]	K5 [1/(mm)^4]
# (sx, sy)        : PixelSize	[mm/pel]
# (Width, Height) : ImageSize	[pel]
# -------------
# (ppx, ppy)      : Principal Point offset [pel]
# f               : Focal Length [mm]
# fov             : Horizontal Field of View [degree] = (2*atan(0.5*Width*sx/f)*180/PI;
# (H0x, H0y, H0z) : RotationAxis0 [unit vector]
# (V0x, V0y, V0z) : RotationAxis1 [unit vector]
# -------------
# (x, y)          : image coordinates [pel]
# (X, Y, Z)       : 3D coordinates [mm]
# -------------
# Projection of 3D coordinates in the camera image:
#  [ x' ] =  [ Hx Hy Hz ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [ Vx Vy Vz ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [ Ax Ay Az ] [ 0 0 1 -Cz] [ Z ]
#                                      [ 1 ]
# or 
#  [ x' ] =  [f/sx 0    ppx] [ H0x H0y H0z ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [0    f/sy ppy] [ V0x V0y V0z ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [0    0    1  ] [ Ax  Ay  Az  ] [ 0 0 1 -Cz] [ Z ]
#                                                         [ 1 ]
# then x = x'/z' and y = y'/z' , if the origin of the image coordinates is in the center of the image
# or x = x'/z' + 0.5*(Width-1) and y = y'/z' + 0.5*(Height-1) , if the origin of the image coordinates is in the upper left corner
# -------------
# Cx Cy Cz Ax Ay Az Hx Hy Hz Vx Vy Vz K3 K5 sx sy Width Height ppx ppy f fov H0x H0y H0z V0x V0y V0z
#
#timeindex 1
0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	1074.2716979888	0.0000000000	0.0000000000	0.0000000000	1145.8898111916	0.0000000000	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	11.4588981119	33.1750861693	1.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.0000000000	
#timeindex 2
0.0000000000	0.0000000000	0.0000000000	0.0012007165	0.0062291224	0.9999798780	1074.3831037666	0.3646954096	-1.2923272615	-0.3975873449	1145.9872391499	-7.1381610110	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	11.4600953910	33.1718106583	0.9999992190	0.0003394461	-0.0012028542	-0.0003469320	0.9999805412	-0.0062287099	
#timeindex 3
0.0000000000	0.0000000000	0.0000000000	0.0012007165	0.0062291224	0.9999798780	1074.3831037666	0.3646954095	-1.2923272615	-0.3975873448	1145.9872391499	-7.1381610110	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	11.4600953910	33.1718106583	0.9999992190	0.0003394461	-0.0012028542	-0.0003469320	0.9999805412	-0.0062287099	
#timeindex 4
0.0000000000	0.0000000000	0.0000000000	0.0023860033	0.0115839755	0.9999300568	1075.1648336811	0.8888158268	-2.5758230163	-0.9798313931	1146.7688310845	-13.2827332199	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	-0.0000000000	11.4684617234	33.1489396158	0.9999967885	0.0008266760	-0.0023957394	-0.0008543704	0.9999325618	-0.0115819659	
#timeindex 5
0.0000000000	0.0000000000	0.0000000000	0.0036407731	0.0162581290	0.9998611994	1075.5359564758	1.4514731002	-3.9399274505	-1.6163493159	1147.0944168493	-18.6463123843	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	-0.0000000000	-0.0000000000	11.4724709575	33.1379904336	0.9999923799	0.0013495244	-0.0036631945	-0.0014088938	0.9998669172	-0.0162530918	
#timeindex 6
0.0000000000	0.0000000000	0.0000000000	0.0046457459	0.0209163640	0.9997704350	1076.0285839622	1.5416521738	-5.0323563815	-1.7563273198	1147.5252741824	-23.9994063085	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	-0.0000000000	0.0000000000	11.4777755296	33.1235144952	0.9999880377	0.0014327070	-0.0046767310	-0.0015301984	0.9997802024	-0.0209094578	
#timeindex 7
0.0000000000	0.0000000000	0.0000000000	0.0055868010	0.0254313414	0.9996609598	1076.2215035083	1.5384626454	-6.0538130660	-1.8046908071	1147.6164721026	-29.1852388319	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	-0.0000000000	0.0000000000	11.4798893815	33.1177493133	0.9999831580	0.0014294796	-0.0056249676	-0.0015720455	0.9996755491	-0.0254229269	
#timeindex 8
0.0000000000	0.0000000000	0.0000000000	0.0064723511	0.0294811387	0.9995443818	1076.9410567013	2.0919520640	-7.0352190992	-2.4516322163	1148.2623116117	-33.8516361026	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	-0.0000000000	-0.0000000000	11.4876380516	33.0966327668	0.9999767768	0.0019424494	-0.0065324427	-0.0021341482	0.9995634494	-0.0294678819	
#timeindex 9
0.0000000000	0.0000000000	0.0000000000	0.0074123958	0.0329305047	0.9994301568	1078.0713197290	2.9289474795	-8.0921543375	-3.4066743096	1149.3514350212	-37.8450369860	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	11.4997937957	33.0635588261	0.9999681398	0.0027167536	-0.0075059009	-0.0029623786	0.9994539515	-0.0329093179	
#timeindex 10
0.0000000000	0.0000000000	0.0000000000	0.0080031226	0.0364313297	0.9993041120	1078.6243273188	3.3710764187	-8.7612723900	-3.9337763519	1149.8067660009	-41.8866552895	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	-0.0000000000	-0.0000000000	11.5057618854	33.0473440653	0.9999621296	0.0031252297	-0.0081223280	-0.0034189621	0.9993312720	-0.0364049384	
#timeindex 11
0.0000000000	0.0000000000	0.0000000000	0.0083249103	0.0402979941	0.9991530251	1078.2571029311	3.4911335082	-9.1248078283	-4.1129472619	1149.2477967185	-46.3173707011	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	-0.0000000000	-0.0000000000	11.5018812089	33.0578857545	0.9999589536	0.0032376232	-0.0084622056	-0.0035758909	0.9991824605	-0.0402693871	
#timeindex 12
0.0000000000	0.0000000000	0.0000000000	0.0099536277	0.0426953423	0.9990385543	1085.1399650336	6.7307287822	-11.0991211407	-7.6780142167	1156.4876143356	-49.3476555118	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	11.5756543881	32.8585969570	0.9999284624	0.0062021928	-0.0102275536	-0.0066328986	0.9990688868	-0.0426305536	
#timeindex 13
0.0000000000	0.0000000000	0.0000000000	0.0106463539	0.0453487119	0.9989144856	1085.6795231297	7.2274838022	-11.8992022890	-8.2765352108	1156.9361978276	-52.4343696081	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	11.5815337067	32.8428152117	0.9999177892	0.0066565588	-0.0109592415	-0.0071463205	0.9989490400	-0.0452741156	
#timeindex 14
0.0000000000	0.0000000000	0.0000000000	0.0115899036	0.0477213358	0.9987934462	1085.9692349169	7.5931599925	-12.9642765510	-8.7495157669	1157.1298233255	-55.1849584403	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	-0.0000000000	11.5847803678	32.8341065766	0.9999043116	0.0069913890	-0.0119368354	-0.0075525953	0.9988362201	-0.0476357399	
#timeindex 15
